100
40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217
39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309
38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605
37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11
36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83
35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772
34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941
33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345
32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99
31.3594,33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345,318.883
30.4849,32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99,328.031
29.6347,31.3594,33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345,318.883,337.442
28.8083,30.4849,32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99,328.031,347.123
28.0049,29.6347,31.3594,33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345,318.883,337.442,357.081
27.2239,28.8083,30.4849,32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99,328.031,347.123,367.325
26.4646,28.0049,29.6347,31.3594,33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345,318.883,337.442,357.081,377.863
25.7266,27.2239,28.8083,30.4849,32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99,328.031,347.123,367.325,388.703
25.0091,26.4646,28.0049,29.6347,31.3594,33.1845,35.1158,37.1595,39.3222,41.6107,44.0324,46.5951,49.3069,52.1765,55.2131,58.4265,61.8268,65.4251,69.2328,73.2621,77.5259,82.0378,86.8123,91.8647,97.2112,102.869,108.856,115.191,121.895,128.989,136.496,144.44,152.847,161.742,171.155,181.116,191.657,202.811,214.615,227.105,240.323,254.309,269.11,284.772,301.345,318.883,337.442,357.081,377.863,399.854
24.3117,25.7266,27.2239,28.8083,30.4849,32.2591,34.1365,36.1232,38.2256,40.4503,42.8044,45.2956,47.9318,50.7214,53.6733,56.7971,60.1026,63.6005,67.302,71.2189,75.3638,79.7499,84.3913,89.3028,94.5002,100,105.82,111.979,118.496,125.392,132.69,140.412,148.584,157.231,166.382,176.065,186.312,197.155,208.63,220.772,233.621,247.217,261.605,276.83,292.941,309.99,328.031,347.123,367.325,388.703,411.325
