10.4107
0,0,0,1.09914e-06,2.64914e-05,0.000308803,0.0023213,0.0126635,0.0535179,0.182751,0.519682,1.25993,2.65619,4.95615,8.32151,12.7756,18.2129,24.4624,31.3606,38.7969,46.7199,55.1213,64.0159,73.4291,83.3901,93.931,105.085,116.889
0,0,0,0,2.15473e-06,4.98683e-05,0.000557578,0.00401625,0.0209761,0.0848119,0.276977,0.753315,1.74795,3.53188,6.33091,10.2457,15.2253,21.112,27.7214,34.91,42.5983,50.7618,59.4076,68.5581,78.2414,88.4882,99.3315,110.806,122.948
0,0,0,0,0,4.22411e-06,9.37128e-05,0.00100325,0.00691186,0.0344967,0.133202,0.415317,1.07874,2.39278,4.63055,7.973,12.4439,17.921,24.2117,31.1396,38.592,46.5216,54.9251,63.8202,73.2334,83.1945,93.7353,104.89,116.693,129.183
0,0,0,0,0,0,8.2809e-06,0.000175777,0.0017983,0.0118264,0.0562921,0.207175,0.615621,1.52472,3.22944,5.98248,9.89638,14.9099,20.8419,27.4888,34.6997,42.3981,50.5649,59.2116,68.3623,78.0455,88.2924,99.1356,110.61,122.752,135.601
0,0,0,0,0,0,0,1.62338e-05,0.000329032,0.00321,0.0201078,0.0910825,0.318847,0.901263,2.12524,4.29406,7.61244,12.1048,17.6277,23.9634,30.9215,38.3887,46.3238,54.7287,63.6241,73.0374,82.9985,93.5393,104.694,116.497,128.987,142.205
0,0,0,0,0,0,0,0,3.18245e-05,0.000614528,0.00570387,0.0339523,0.146016,0.485117,1.30188,2.91854,5.6208,9.53621,14.5903,20.5733,27.2595,34.4919,42.1988,50.3681,59.0153,68.166,77.8493,88.0962,98.9394,110.414,122.556,135.404,149.001
0,0,0,0,0,0,0,0,0,6.23883e-05,0.00114492,0.0100845,0.0568943,0.231719,0.728932,1.85355,3.94498,7.23797,11.7576,17.3338,23.7185,30.7067,38.1872,46.1264,54.5322,63.4277,72.8409,82.802,93.3428,104.497,116.301,128.791,142.008,155.995
0,0,0,0,0,0,0,0,0,0,0.000122305,0.00212726,0.0177306,0.0945414,0.363648,1.08046,2.59814,5.24355,9.16366,14.2667,20.3073,27.0344,34.2866,42.0004,50.1713,58.8187,67.9694,77.6527,87.8995,98.7428,110.217,122.359,135.208,148.804,163.192
0,0,0,0,0,0,0,0,0,0,0,0.000239766,0.00394046,0.0309823,0.155644,0.563718,1.57783,3.58111,6.84716,11.4018,17.0405,23.4782,30.4957,37.9872,45.9291,54.3353,63.2309,72.6441,82.6052,93.146,104.3,116.104,128.594,141.812,155.798,170.599
0,0,0,0,0,0,0,0,0,0,0,0,0.000470034,0.00727434,0.0537654,0.253591,0.862057,2.26695,4.84766,8.77695,13.9399,20.0455,26.8141,34.0839,41.8026,49.9742,58.6216,67.7724,77.4557,87.7025,98.5457,110.02,122.162,135.011,148.607,162.995,178.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000921449,0.0133774,0.0925797,0.408406,1.29854,3.19954,6.43677,11.037,16.7494,23.2438,30.2886,37.7883,45.7318,54.1381,63.0336,72.4469,82.408,92.9488,104.103,115.907,128.397,141.614,155.601,170.401,186.063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018064,0.0244935,0.158017,0.649187,1.92344,4.42886,8.37382,13.6112,19.79,26.5996,33.8835,41.6049,49.7768,58.4242,67.5749,77.2582,87.5051,98.3483,109.823,121.965,134.813,148.41,162.798,178.023,194.134
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354124,0.0446228,0.267006,1.01675,2.7962,6.00232,10.6631,16.4633,23.0171,30.0853,37.5902,45.5342,53.9405,62.836,72.2493,82.2104,92.7512,103.905,115.709,128.199,141.417,155.403,170.204,185.866,202.439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069422,0.0808244,0.445971,1.5658,3.98094,7.95144,13.283,19.5437,26.3912,33.6847,41.4071,49.5789,58.2264,67.3771,77.0604,87.3073,98.1505,109.625,121.767,134.616,148.212,162.6,177.825,193.936,210.985
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136094,0.145404,0.734918,2.3652,5.5373,10.2808,16.1864,22.7997,29.8852,37.3922,45.3362,53.7425,62.638,72.0513,82.0124,92.5532,103.707,115.511,128.001,141.219,155.205,170.006,185.668,202.241,219.779
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266797,0.259477,1.19203,3.49424,7.50628,12.9601,19.3104,26.1887,33.4865,41.2089,49.3807,58.0282,67.1789,76.8622,87.1091,97.9523,109.427,121.569,134.417,148.014,162.402,177.627,193.738,210.787,228.828
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523026,0.458547,1.89736,5.03157,9.89283,15.9253,22.5926,29.6867,37.1938,45.1378,53.5441,62.4396,71.8529,81.8139,92.3548,103.509,115.313,127.803,141.02,155.007,169.807,185.469,202.043,219.581,238.14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102533,0.800659,2.9522,7.03435,12.6518,19.0938,25.9901,33.2878,41.0103,49.1821,57.8296,66.9803,76.6636,86.9105,97.7537,109.228,121.37,134.219,147.815,162.203,177.428,193.54,210.589,228.63,247.721
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201005,1.37695,4.46774,9.50805,15.6897,22.3938,29.4879,36.995,44.939,53.3453,62.2408,71.6541,81.6151,92.156,103.31,115.114,127.604,140.821,154.808,169.609,185.271,201.844,219.382,237.941,257.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394048,2.32169,6.53333,12.3777,18.8948,25.7911,33.0888,40.8113,48.9831,57.6306,66.7813,76.4646,86.7115,97.5547,109.029,121.171,134.02,147.616,162.004,177.229,193.341,210.39,228.431,247.522,267.724
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772486,3.81105,9.15523,15.4905,22.1946,29.2887,36.7958,44.7398,53.1461,62.0416,71.4549,81.4159,91.9568,103.111,114.915,127.405,140.622,154.609,169.409,185.071,201.645,219.183,237.742,257.38,278.162
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51437,6.01971,12.1783,18.6954,25.5917,32.8894,40.6119,48.7837,57.4312,66.5819,76.2652,86.5121,97.3553,108.83,120.972,133.82,147.417,161.805,177.03,193.141,210.19,228.231,247.322,267.525,288.903
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96876,8.95563,15.2909,21.995,29.0891,36.5962,44.5402,52.9465,61.842,71.2553,81.2163,91.7572,102.911,114.715,127.205,140.423,154.409,169.21,184.872,201.445,218.983,237.542,257.181,277.963,299.954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81991,11.9785,18.4956,25.3919,32.6896,40.4121,48.5839,57.2314,66.3821,76.0654,86.3123,97.1555,108.63,120.772,133.621,147.217,161.605,176.83,192.941,209.99,228.031,247.123,267.325,288.703,311.325
